word,type_id
federasi,2
feko,2
fekundasi,2
fekunditas,2
felon,2
felspar,2
feminin,1
feminisme,2
fenakit,2
fengsui,2
fenit,2
fenol,2
fenologi,2
fenomena,2
fenomenal,1
fenomenalisme,2
fenomenologi,2
fenosis,2
fenotipe,2
feodal,1
feodalisme,2
feodalistis,1
feral,1
feri,2
feritin,2
fermen,2
fermentasi,2
fermion,2
fermium,2
feromagnetik,2
feromagnetisme,2
feromon,2
feronikel,2
fertil,1
fertilisasi,2
fertilitas,2
fertilizin,2
ferum,2
feses,2
festival,2
fetis,2
fetor,2
fetus,2
fi,2
fiasko,2
fiat,2
fiber,2
fibrasi,2
fibriblas,2
fibril,2
fibrilasi,2
fibrin,2
fibrinogen,2
fibrokistik,1
fidah,2
fider,2
fidiah,2
fidusia,2
figur,2
figuran,2
figuratif,1
fiil,2
fikih,2
fikli,1
fikologi,2
fikrah,2
fiksasi,2
fiksi,2
fiktif,1
fikus,2
filamen,2
filantrop,2
filantropi,2
filantropis,1
filaria,2
filariasis,2
filateli,2
filatelik,1
filatelis,2
filharmoni,2
filial,2
filibuster,2
film,2
filmis,1
filo,2
filodendron,2
filogenesis,2
filogeni,2
filolog,2
filologi,2
filologis,1
filopur,2
filosofi,2
filosofis,1
filsafat,2
filsuf,2
filter,2
filtrasi,2
filtrat,2
filum,2
fimbria,2
final,2
finansial,1
finir,2
finis,2
fiolaks,2
firajullah,2
firasat,2
firauniah,1
firdaus,2
firdausi,1
firkah,2
firma,2
firman,2
firn,2
fisi,2
fisibel,1
fisibilitas,2
fisik,2
fisika,2
fisikawan,2
fisiognomi,2
fisiognomis,1
fisiologi,2
fisiologis,1
fisioterapi,2
fisis,1
fiskal,1
fit,1
fiting,2
fitnah,2
fitofag,1
fitogeni,2
fitogeografi,2
fitokimia,2
fitologi,2
fitometer,2
fiton,2
fitopatologi,2
fitosanitasi,2
fitososiologi,2
fitosterol,2
fitostrot,2
fitotoksin,2
fitotoksoid,2
fitotopografi,2
fitotron,2
fitrah,2
fitri,1
flakon,2
flamboyan,2
flamingo,2
flanel,2
flat,2
flegma,2
flegmatis,1
fleksi,2
fleksibel,1
fleksibilitas,2
fleksor,2
flensa,2
flis,2
floem,2
flop,2
flora,2
floret,2
flotasi,2
flu,2
fluensi,2
fluida,2
fluks,2
fluktuasi,2
fluktuatif,1
fluoresen,1
fluoresens,2
fluorin,2
fluorit,2
fobia,2
fokimeter,2
fokstrot,2
fokus,2
folder,2
foli,2
folikel,2
folio,2
folklor,2
folksong,2
fon,2
fonasi,2
fondasi,2
fonem,2
fonemik,2
fonemis,1
fonetik,2
fonetis,1
fonik,2
fonis,1
fonograf,2
fonografi,2
fonologi,2
fonologis,1
fonon,2
fonotaktik,2
fonotipi,2
foramen,2
foraminifera,2
forensik,2
forklif,2
formal,1
formalin,2
formalistis,1
formalitas,2
forman,2
formasi,2
format,2
formatif,2
formatur,2
formika,2
formula,2
formulasi,2
formulator,2
formulir,2
fornikasi,2
forsep,2
forsir,4
forte,1
fortifikasi,2
fortin,2
forum,2
fosfat,2
fosfina,2
fosfit,2
fosfor,2
fosforesens,2
fosforilase,2
fosforus,2
fosgen,2
fosil,2
foto,2
fotodiode,2
fotoelektron,2
fotoemisi,2
fotogenik,1
fotograf,2
fotografer,2
fotografi,2
fotografis,1
fotogravur,2
fotokimia,2
fotokonduksi,2
fotokonduktivitas,2
fotokonduktor,2
fotokopi,2
fotokromi,2
fotokromik,1
fotolisis,2
fotolitografi,2
fotometer,2
fotometri,2
fotomikrografi,2
fotomodel,2
foton,2
fotoperiodisme,2
fotosel,2
fotosfer,2
fotosintesis,2
fotostat,2
fototaksis,2
fototropis,1
fototustel,2
fovea,2
foya,4
fragmen,2
fragmentaris,1
fragmentasi,2
fraksi,2
fraksinasi,2
fraktur,2
fraktus,2
frambusia,2
fransium,2
frasa,2
fraseologi,2
frater,2
fraternitas,2
freatofit,2
fregat,2
frekuen,1
frekuensi,2
frekuentatif,1
frenologi,2
freon,2
frib,2
frigid,1
frigorigraf,2
frigorimeter,2
frikatif,2
friksi,2
fron,2
front,2
frontal,1
fruktosa,2
frustrasi,2
fuad,2
fugasitas,2
fujur,2
fukaha,2
fukara,2
fuksina,2
fulgurit,2
fuli,2
fulminat,2
fulus,2
fumarol,2
fumigan,2
fumigasi,2
fumigator,2
fundamen,2
fundamental,1
fundamentalis,2
fundamentalisme,2
fundamentalistis,1
fungi,2
fungibel,1
fungisida,2
fungistatik,1
fungoid,1
fungsi,2
fungsional,1
fungsionalisasi,2
fungsionalisme,2
fungsionalitas,2
fungsionaris,2
fungus,2
furfural,2
furnitur,2
furqan,2
furuk,2
fusi,2
fusta,2
fusuk,2
futur,4
futurisme,2
futuristik,1
futuristis,1
futurolog,2
futurologi,2
futurologis,1
fyord,2
g,2
gabah,2
gabai,2
gabak,1
gabardin,2
gabas,1
gabir,1
gablek,4
gabor,2
gabro,2
gabruk,2
gabuk,1
gabung,2
gabus,2
gaco,2
gacok,2
gacong,4
gada,2
gadai,4
gadamala,2
gadang,1
gading,2
gadis,2
gado,1
gadolinit,2
gadolinium,2
gadon,2
gaduh,1
gaduk,1
gadung,2
gadungan,1
gaek,1
gaet,2
gafar,1
gaflah,4
gaflat,2
gaftar,2
gafur,1
gaga,2
gagah,1
gagai,4
gagak,2
gagal,4
gagang,2
gagap,2
gagas,4
gagau,4
gagu,1
gaguk,1
gah,2
gaham,2
gahar,4
gahara,2
gahari,1
gaharu,2
gai,2
gaib,4
gail,4
gain,2
gaing,2
gairah,2
gait,4
gajah,2
gajak,2
gaji,2
gajih,2
gajul,2
gajus,2
gakang,2
gakari,2
gala,2
galaba,1
galaganjur,2
galagasi,2
galah,2
galai,2
galak,1
galaksi,2
galaktometer,2
galaktorea,2
galaktosa,2
galaktosemia,2
galaktosuria,2
galan,1
galang,2
galanggasi,2
galar,2
galas,2
galat,2
galau,1
galbani,2
galeng,2
galeri,2
galgal,1
gali,4
galias,2
galib,1
galibut,2
galih,2
galiot,2
galir,1
galium,2
galiung,2
galon,2
galuh,2
galungan,2
galur,2
galvanis,1
galvanisasi,2
galvanometer,2
galvanometri,2
galvanoskop,2
galyas,2
gam,2
gama,2
gamak,1
gamal,2
gamalisasi,2
gamam,1
gaman,2
gamang,1
gamat,2
gambang,2
gambar,2
gambas,2
gambir,2
gamblang,1
gambling,2
gambuh,2
gambus,2
gambut,2
gambyong,2
gamelan,2
gamet,2
gametangium,2
gametofit,2
gametogenesis,2
gametosit,2
gamik,4
gamis,2
gamit,4
gamma,2
gamopetal,1
gampang,1
gampar,4
gamparan,2
gamping,2
gamuh,2
gana,2
ganal,0
ganang,2
ganar,1
ganas,1
gancang,1
gancar,2
ganco,2
gancu,2
ganda,2
gandal,2
gandapura,2
gandar,2
gandaria,2
gandarukem,2
gandarusa,2
gandarwa,2
gandasturi,2
gandasuli,2
gandem,1
ganden,2
gandeng,4
gandes,1
gandewa,2
gandi,2
gandik,2
gandin,2
ganding,4
gandok,2
gandola,2
gandos,2
gandringan,2
gandrung,1
gandu,2
ganduh,2
gandul,2
gandum,2
gandung,2
gang,2
ganggang,4
ganggu,4
ganggu gugat,4
ganggut,4
ganglion,2
gangsa,2
gangsar,1
gangsi,2
gangsir,2
gangster,2
gani,1
ganih,2
ganimah,2
ganja,2
ganjak,4
ganjal,2
ganjar,4
ganjat,1
ganjen,1
ganjil,1
ganjing,4
ganjling,4
ganjur,2
ganoid,1
gantal,2
gantang,2
gantar,2
gantel,4
ganteng,1
ganti,2
gantih,4
gantilan,2
ganting,1
gantol,2
gantole,2
gantung,4
ganyah,4
ganyang,4
ganyar,1
ganyong,2
ganyut,1
gaok,2
gap,2
gapah,1
gapai,4
gapil,1
gapit,2
gaple,2
gaplek,2
gaplok,4
gapuk,2
gapura,2
gar,2
garah,2
garai,2
garam,2
garan,2
garang,1
garangan,2
garansi,2
garap,4
garasi,2
garau,1
garba,2
garbarata,2
garbis,2
garda,2
gardan,2
gardu,2
garebek,2
gari,2
garib,1
garindin,2
garing,1
garis,2
garis bawah,2
garit,2
garizah,2
garmen,2
garnet,2
garnis,2
garnisun,2
garong,2
garpu,2
garu,2
garuda,2
garuk,4
garung,2
garut,4
garwa,2
gas,2
gasab,4
gasak,4
gasal,1
gasang,1
gasifikasi,2
gasing,2
gasket,2
gasolin,2
gasometer,2
gaster,2
gastrektomi,2
gastrin,2
gastritis,2
gastroenteritis,2
gastroenterolog,2
gastroenterologi,2
gastrointestinal,1
gastronomi,2
gastrula,2
gastrulasi,2
gatal,1
gatot,2
gatra,2
gatrik,2
gatuk,1
gauk,2
gaukang,2
gaul,4
gaun,2
gaung,2
gaut,4
gawai,2
gawal,1
gawan,2
gawang,2
gawar,2
gawat,1
gawir,2
gaya,2
gayal,1
gayam,2
gayang,1
gayat,1
gayau,2
gayeng,1
gayuh,4
gayuk,4
gayun,4
gayung,2
gayut,4
gaz,2
gazal,2
gebah,4
gebang,2
gebar,2
gebeng,2
geber,2
geblak,4
geblek,1
geblok,2
gebogan,2
gebok,4
gebos,4
gebot,4
gebrak,4
gebu,4
gebuk,4
gebung,2
gebyar,2
gebyur,4
gecar,1
gecek,4
gecer,1
gecul,1
gedabah,2
gede,1
gedebeg,2
gedebok,2
gedebuk,2
gedebung,2
gedek,2
gedembai,2
gedembal,1
gedempol,1
gedeng,2
gedi,2
gedik,2
gedok,2
gedombak,2
gedombrongan,1
gedong,2
gedor,4
gedubang,2
gedung,2
geduyut,4
gegabah,1
gegadan,1
gegai,1
gegak gempita,1
gegala,2
gegaman,2
gegana,2
gegaokan,4
gegap,1
gegar,1
gegares,4
gegas,4
gegat,2
gegau,4
gegep,2
geger,1
gegetar,2
gegetun,4
gegisik,2
gegua,2
geiger,2
geiser,2
gejah,1
gejala,2
gejolak,2
gejos,2
gejuju,4
gel,2
gela,4
gelabah,2
gelabir,2
gelabur,4
geladak,2
geladeri,2
geladi,4
geladir,2
geladrah,1
gelagah,2
gelagap,1
gelagar,4
gelagat,2
gelak,2
gelakak,4
gelalar,4
gelam,2
gelama,2
gelamai,2
gelambir,2
gelandang,4
gelandot,4
gelang,2
gelanggang,2
gelangsar,4
gelantang,4
gelanting,4
gelantung,4
gelap,1
gelapung,2
gelar,2
gelas,2
gelasak,2
gelasir,2
gelatik,2
gelatin,2
gelatuk,4
gelayangan,4
gelayar,4
gelayut,4
gelebah,1
gelebap,2
gelebar,4
geleber,1
gelebuk,2
geleca,2
gelecik,4
geledah,4
geledang,4
geledek,2
geleding,4
geledur,4
gelegah,2
gelegak,4
gelegar,2
gelegata,2
gelek,4
gelekak,4
gelekek,4
gelema,2
gelemat,2
gelemberan,2
gelembong,2
gelembung,2
gelembur,4
gelempang,4
gelemprang,2
gelenang,4
gelendo,2
gelendong,2
gelendot,4
geleng,2
gelenggang,2
gelentang,4
gelenting,4
gelenyar,1
gelepai,1
gelepar,4
gelepek,4
gelepot,1
gelepung,2
gelepur,4
geler,4
gelesek,4
geleser,4
gelesot,4
geleta,2
geletak,4
geletar,4
geletek,2
geletik,4
geleting,4
geletis,4
geletuk,4
geli,2
geliang,2
geliat,2
gelibir,1
gelicik,4
geligi,4
geligin,2
geligis,4
geligit,4
gelignit,2
gelimang,4
gelimantang,4
gelimbir,1
gelimir,2
gelimpang,4
gelimun,4
gelincir,4
gelincuh,4
gelinding,4
gelinggam,2
gelinggaman,1
gelinggang,2
gelingsir,4
gelinjang,4
gelintang,4
gelintar,4
gelintin,1
gelinting,4
gelintir,2
gelipar,4
gelisah,1
gelita,1
gelitar,4
gelitik,2
gelo,1
gelobak,1
gelobok,4
gelocak,4
gelodar,4
gelodok,2
gelogok,4
gelohok,4
gelojoh,1
gelombang,2
gelompar,4
gelondong,2
geloneng,2
gelonggong,4
gelongsor,4
gelontor,4
gelopak,4
gelora,2
gelosang,4
geloso,4
gelosok,4
gelotak,4
geluduk,2
geluga,2
gelugu,2
gelugur,2
gelugut,4
geluh,2
geluk,2
gelulur,4
gelumat,2
geluncur,4
gelundung,2
gelung,2
gelup,4
gelupur,4
gelut,4
gema,2
gemah,1
gemak,4
gemal,2
geman,4
gemang,1
gemap,4
gemar,1
gemas,1
gemaung,4
gemawan,1
gembak,2
gembala,2
gembel,1
gembeng,1
gembil,1
gembili,2
gembira,1
gemblak,2
gembleng,4
gemblong,2
gemblung,1
gembok,2
gembol,4
gembolo,2
gembong,2
gembor,2
gembos,1
gembreng,2
gembrot,1
gembul,1
gembung,4
gembur,1
gembus,2
gembut,4
gemebyar,1
gemelentam,4
gemeletak,4
gemeletap,4
gemeletek,4
gemelugut,4
gementam,4
gemercak,4
gemercik,4
gemerencang,4
gemerencik,4
gemerencing,4
gemerencung,4
gemeresak,4
gemeresik,4
gemeretak,4
gemeretuk,4
gemeretup,4
gemerlap,1
gemertak,4
gemertuk,4
gemerusuk,4
gemetar,1
gemi,2
gemik,4
gemilang,1
gemilap,1
geming,4
gemini,2
gemintang,2
geminte,2
gemirang,1
gempa,2
gempal,1
gempar,1
gempil,2
gempita,1
gempol,2
gempor,1
gempur,4
gemuk,1
gemul,2
gemulai,1
gemulung,1
gemuntur,1
gemuruh,1
gen,2
gena,2
genah,1
genahar,2
genang,4
genap,1
gencar,1
gencat,1
gencel,2
gencer,1
gencet,4
gencir,4
gendak,2
gendala,2
gendam,2
gendang,2
gendar,2
gendarmeri,2
gendeng,1
gender,2
genderang,2
genderuwo,2
gendewa,2
gending,2
gendis,2
gendon,2
gendong,4
genduk,2
gendut,1
genealogi,2
genealogis,1
genegin,2
geneng,1
generalis,2
generalisasi,2
generalisimo,2
generasi,2
generatif,1
generator,2
generik,1
genesis,2
genetika,2
genetis,1
geng,2
genggam,2
genggang,2
genggong,2
gengsah,2
gengsi,2
gengsot,4
genial,1
genialitas,2
genikulum,2
genis,2
genit,1
genital,1
genitalia,2
genitif,1
genius,1
genjah,1
genjang,1
genjer,2
genjik,2
genjot,4
genjrang,2
genjring,2
genjur,1
genom,2
genosida,2
genotipe,2
genre,2
genta,2
gentala,2
gentar,2
gentas,1
gentat,1
gentayang,4
gentel,2
genteng,1
gentian,2
genting,1
gentong,2
gentrifikasi,2
gentur,1
gentus,2
genus,2
genyot,1
geobotani,2
geodesi,2
geofisika,2
geofisikawan,2
geofisis,1
geofon,2
geognosi,2
geografi,2
geografis,1
geohidrologi,2
geokimia,2
geokronologi,2
geolog,2
geologi,2
geologis,1
geologiwan,2
geomansi,2
geometri,2
geometris,1
geomorfologi,2
geonomi,2
geopolitik,2
geosentris,1
geosinkronis,1
geostasioner,1
geostatika,2
geoteknik,2
geoteknologi,2
geotermal,1
geotermi,2
geotermometer,2
gepeng,1
gepit,4
geplak,2
gepok,2
geprak,2
gepuk,1
gera,4
gerabah,2
gerabang,1
geradi,2
geragai,2
geragap,4
geragas,4
geragau,4
geragih,2
geraguk,2
gerah,1
geraham,2
gerai,4
gerak,2
geram,1
geraman,2
geramang,2
geramsut,2
geramus,4
gerang,2
gerangan,5
geranggang,2
geranium,2
gerantak,4
gerantang,2
geranyam,4
gerapai,4
gerapu,4
gerat,4
geratak,4
geratih,2
gerau,2
gerawan,2
gerawat,4
gerayah,4
gerayang,4
gerbak,4
gerbang,4
gerbera,2
gerbong,2
gerbus,4
gerda,2
gerdan,2
gerdum,2
gerecak,4
gerecok,4
gereget,2
gereh,2
gereja,2
gerejani,1
gerejawi,1
gerek,1
geremet,4
gerempang,2
gerencang,2
gerendel,2
gerendeng,4
gerenek,1
gereneng,4
gerengseng,2
gerenik,1
gerenjeng,2
gerenjet,2
gerentang,2
gerenyau,1
gerenyeng,4
gerenyet,4
gerenying,4
gerenyit,4
gerenyot,1
gerepe,4
gerepek,4
gerepes,4
geresek,4
geret,4
geretak,2
geretang,4
gergaji,2
gergasi,2
gergeran,5
gerha,2
gerhana,2
geriak,4
geriap,4
geriatrik,2
geribik,2
gericau,2
geridip,4
geridit,1
gerigi,2
gerigik,2
gerigis,1
gerih,2
gerik,2
gerilya,2
gerilyawan,2
gerilyawati,2
gerim,2
gerimis,2
gerincing,2
gerinda,2
gerindin,1
gerinding,2
gering,1
geringging,1
geringsing,2
gerinjal,2
gerinjam,2
gerinting,2
gerinyau,4
gerip,2
geripir,2
geripis,1
gerisik,2
gerising,4
gerit,2
geriuk,4
gerlap,1
gerlip,1
germang,1
germanium,2
germinal,1
germisida,2
germo,2
germut,4
gero,4
geroak,1
gerobak,2
gerobok,4
gerobyak,2
gerocok,2
gerodak,2
gerogol,2
gerogot,4
gerohok,2
gerohong,2
gerojok,4
gerombol,4
gerombong,2
gerompok,4
gerong,2
geronggang,2
geronium,2
gerontokrasi,2
gerontol,2
gerontologi,2
geronyot,4
geropes,4
geropyok,4
geros,4
gerosak,2
gerowong,1
gerowot,4
gerpol,2
gersak,2
gersang,1
gersik,2
gertak,2
gertik,2
gertuk,2
geru,2
gerugut,1
geruh,1
geruit,2
gerumit,1
gerumpung,1
gerumuk,4
gerumut,4
gerun,1
gerundang,2
gerundel,4
gerung,2
gerunggung,2
gerunyam,4
gerup,2
gerupis,4
gerupuk,4
gerus,2
gerut,2
gerutu,2
gerutup,2
gerutus,2
gesa,4
gesek,4
gesel,4
geser,4
gesit,1
gesper,2
gestikulasi,2
geta,2
getah,2
getang,2
getap,4
getar,2
getas,1
getek,2
getik,4
getil,4
getir,1
getis,1
getok,4
getol,1
getu,4
getuk,2
getun,1
geulis,1
gewang,2
gial,1
giam,2
giat,1
gibah,4
gibang,4
giblet,2
gibtah,2
gidik,1
gigahertz,2
gigantisme,2
gigi,2
gigih,1
gigil,1
gigis,1
gigit,4
gigolo,2
gila,1
gilang,1
gilap,1
gilas,4
gili,4
gilik,1
giling,4
gilir,4
gim,2
gimbal,1
gimnasium,2
gimnastik,2
gimpal,2
gin,2
ginang,2
gincu,2
ginding,1
ginekolog,2
ginekologi,2
ginekomasti,2
ginesium,2
gingivitis,2
ginglimus,2
gingsir,4
gingsul,1
ginjal,2
ginjean,2
ginkang,2
ginogenesis,2
ginseng,2
gips,2
gipsi,2
gir,2
girah,1
giral,2
girang,1
giras,2
girasol,2
giri,2
girik,2
girikan,2
giring,4
giris,1
giro,2
giroskop,2
girostat,2
girostatika,2
gisar,4
gisik,2
gisil,4
gita,2
gitapati,2
gitar,2
gitaris,2
gites,4
gitik,4
gitok,2
giuk,2
giur,4
giwang,2
gizi,2
glabela,2
gladiator,2
gladiol,2
glamor,2
glandula,2
glans,2
glasial,2
glasir,2
glasnos,2
glaukoma,2
glegek,4
glenik,4
glenoid,2
gletser,2
glidik,4
glikogen,2
glikogenesis,2
glikogenolisis,2
glikol,2
glikolisis,2
glikosida,2
glikosidase,2
glikosuria,2
gliserida,2
gliserol,2
global,1
globalisasi,2
globalisme,2
globe,2
globulin,2
globus,2
glokidium,2
glomerulus,2
glomus,2
glosarium,2
glosem,2
glosematik,2
glositis,2
glotal,2
glotalisasi,2
glotis,2
glukagon,2
glukosa,2
glukosan,2
glukosida,2
gluten,2
gnomon,2
goak,4
gob,2
goba,2
gobak,2
gobang,2
gobar,1
gobek,2
gobet,2
goblok,1
gocap,6
gocek,4
gocoh,4
goda,4
godak,2
godam,2
godek,2
godok,4
godong,2
godot,4
goel,4
gogoh,1
gogok,4
gogos,1
gogrok,4
gohok,2
gohong,2
gojek,4
gojlok,4
gokar,2
gol,2
golak,4
golbi,2
golek,4
goleng,4
goler,4
golf,2
golok,2
golong,4
golput,2
gom,2
gombak,2
gombal,2
gombang,2
gombeng,4
gombrang,1
gombroh,1
gombyok,2
gompal,1
gompiok,1
gonad,2
gondang,2
gondok,1
gondol,4
gondola,2
gondong,2
gondorukem,2
gondrong,1
gong,2
gonggo,2
gonggok,4
gonggong,4
gongli,2
gongseng,4
gongyo,2
goni,2
gonidium,2
goniometri,2
gonjak,4
gonjang,4
gonjing,1
gonjlang,4
gonjok,4
gonjong,1
gonokokus,2
gonore,2
gonrang,2
gontai,1
gontok,4
gonyak,4
gonyeh,4
gonyel,4
gonyoh,4
gopek,6
gopoh,1
gorap,2
gorden,2
gorek,2
goreng,4
gores,2
gori,2
gorila,2
gorilya,2
goroh,4
gorok,4
gosan,2
gosip,2
gosok,2
gosong,2
gospel,2
got,2
gotes,4
gotik,2
gotong,4
gotong royong,4
gotri,2
gotrok,2
gotun,6
gowok,2
goyah,1
goyak,4
goyang,4
grabadan,2
grad,2
gradasi,2
gradien,2
gradual,1
gradualisme,2
graf,2
grafem,2
grafemik,2
grafemis,1
grafetik,2
grafik,2
grafika,2
grafikawan,2
grafis,1
grafit,2
grafitasi,2
grafolog,2
grafologi,2
graha,2
grahita,4
gram,2
gramatika,2
gramatikal,1
grambyang,4
gramofon,2
granat,2
granit,2
granolitik,2
granula,2
granulasi,2
granulosit,2
grapyak,1
grasi,2
gratak,1
gratifikasi,2
gratis,1
gravel,2
graver,2
gravimeter,2
gravitas,2
gravitasi,2
grecok,4
gregarius,2
grehon,2
grempel,2
gres,1
gria,2
grip,1
griya,2
grogi,1
gronjong,2
gros,2
grosir,2
grup,2
gruwung,4
gu,2
gua,2
gual,4
guam,2
guanidina,2
guanina,2
guano,2
guar,4
gubah,4
gubal,2
gubang,2
gubel,4
gubernemen,2
gubernur,2
gubit,4
gubris,4
gubuk,2
guci,2
gudang,2
gudangan,2
gude,2
gudeg,2
guderi,2
gudi,2
gudik,2
gue,3
gugah,4
gugat,4
gugu,1
guguh,4
guguk,4
gugup,1
gugur,4
gugus,2
guit,4
gujirat,2
gukakas,2
gul,2
gula,2
gulah,2
gulai,2
gulali,2
gulam,2
gulambai,2
gulana,1
gulat,2
guli,2
guliga,2
guling,2
gulir,4
gulita,1
gulma,2
gulud,2
gulung,2
gulut,1
gum,2
guma,2
gumal,1
gumam,2
gumba,2
gumbaan,2
gumbang,2
gumbar,2
gumboro,2
gumbuk,4
gumebruk,1
gumelaran,4
gumpal,2
gumpil,2
gumuk,2
gumul,2
gumun,2
gun,2
guna,2
gunawan,2
guncang,1
gunci,2
gundah,1
gundal,2
gundala,2
gundang,2
gundar,2
gundi,2
gundik,2
gundu,2
gunduk,2
gundul,1
gung,2
gunggung,2
gunjai,2
gunjing,2
gunolugu,1
gunrit,2
gunseikan,2
guntai,2
guntak,2
guntang,2
guntil,2
gunting,2
guntung,1
guntur,2
gunung,2
gunyam,4
gup,2
gurab,2
gurah,4
guram,1
gurami,2
gurat,2
gurau,2
gurdan,2
gurdi,2
guri,2
gurih,1
gurik,4
gurindam,2
guring,2
gurit,4
gurita,2
gurnadur,2
guru,2
gurub,4
guruh,2
guruk,2
gurun,2
gurung,2
gurur,2
gus,2
gusah,4
gusar,4
gusel,4
gusi,2
gusrek,4
gusti,2
gusul,4
gusur,4
gutasi,2
gutik,4
gutuk,4
guyon,4
guyub,1
guyur,4
h,2
ha,7
habenula,2
habib,2
habibi,2
habibullah,2
habis,4
habitat,2
habituasi,2
habitus,2
habluk,1
hablun,2
hablur,2
habsyi,2
habuan,2
habuk,2
habung,2
had,2
hadanah,2
hadap,2
hadas,2
hadat,2
hadiah,2
hadir,4
hadirat,2
hadirin,2
hadis,2
hadron,2
hafal,4
hafiz,2
hafnium,2
hagiografi,2
hahnium,2
hai,7
haid,2
haik,2
haiking,4
haiku,2
hail,2
hailai,2
haj,4
hajah,2
hajar,4
hajat,2
haji,2
hajib,2
hajim,2
hajis,2
hak,1
hakaik,2
hakam,2
hakikat,2
hakiki,1
hakim,2
hakimah,1
hakul adam,2
hakulah,2
hakulyakin,2
hal,2
hala,2
halaik,2
halakah,2
halal,1
halalbihalal,2
halaman,2
halang,4
halau,4
halazon,2
halba,2
haleluya,0
halia,2
halilintar,2
halim,1
halimbubu,2
halimun,2
halimunan,1
halipan,2
halitosis,2
halkah,2
halma,2
halo,0
halobion,2
halofili,2
halofit,2
halofob,2
halogen,2
halogenasi,2
halotan,2
halsduk,2
halte,2
halter,2
haluan,2
halus,1
halusinasi,2
halusinogen,2
halwa,2
ham,2
hama,2
hamal,2
hamatum,2
hamba,2
hambali,2
hambar,1
hambat,4
hambur,4
hamburger,2
hamdalah,2
hamdu,2
hamik,1
hamil,4
haminte,2
hampa,1
hampang,2
hampar,4
hampir,5
hamud,2
hamulus,2
hamun,2
hamzah,2
hana,1
hanacaraka,2
hanafi,2
hancing,2
hancur,4
hancur lebur,4
hancur luluh,1
handai,2
handaruan,1
handasah,2
handelar,2
handuk,2
hang,0
hangat,1
hanger,2
hanggar,2
hangit,1
hangus,4
hanif,1
hanjuang,2
hansop,2
hantai,2
hantam,4
hantap,2
hantar,4
hantir,4
hantu,2
hanya,5
hanyut,4
hap,2
hapetan,2
haplografi,2
haploid,2
haplologi,2
hapus,4
hara,2
harak,1
harakah,2
harakat,2
harakiri,2
haram,1
harap,4
harawan,4
harbi,1
hardik,2
harem,2
harendong,2
harfiah,1
harga,2
hari,2
harimau,2
haring,2
harini,2
haris,2
harisah,2
harit,2
harkat,2
harmoni,2
harmonik,2
harmonika,2
harmonis,1
harmonisasi,2
harmonium,2
harnet,2
harpa,2
harpis,2
harpun,2
hart,2
harta,2
hartal,2
hartawan,2
haru,2
haru biru,2
haruan,2
harum,1
harungguan,2
harus,5
has,2
hasab,2
hasad,1
hasai,1
hasan,1
hasar,2
hasib,1
hasid,2
hasil,2
hasrat,2
hasta,2
hasud,1
hasut,4
hasyiah,2
hasyis,2
hati,2
hatif,2
hatta,0
haud,2
haudah,2
haukalah,2
haul,2
haur,2
hauri,2
haus,1
haustorium,2
hawa,2
hawar,2
hawari,2
hawiah,2
hayat,2
hayati,1
hayo,7
heban,4
hebat,1
heboh,1
hebras,2
hebring,1
hedonis,2
hedonisme,2
hegelianisme,2
hegemoni,2
hegemonik,1
hegemonisme,2
heiho,2
heksadesimal,2
heksagon,2
heksahedron,2
heksaklorida,2
heksameter,2
heksana,2
heksapoda,2
hektar,2
hektare,2
hektograf,2
hektogram,2
hektoliter,2
hektometer,2
hela,4
helah,2
helai,2
helat,2
helicak,2
helikopter,2
heling,2
heliofit,2
heliofobi,2
heliograf,2
heliogram,2
heliometer,2
heliosentrik,2
helioskop,2
heliotaksis,2
helioterapi,2
heliotrop,2
heliotropisme,2
helipad,2
helium,2
helm,2
helmintologi,2
hem,7
hemat,1
hematit,2
hematite,2
hematofobia,2
hematologi,2
hematom,2
hematometra,2
hematuri,2
hembak,2
hembalang,4
hemeralopi,2
hemikordat,2
hemiplegia,2
hemisfer,2
hemodialisis,2
hemofilia,2
hemoglobin,2
hemolisis,2
hemopoiesis,2
hemopteran,2
hemoragi,2
hemoroid,2
hemosit,2
hemositometer,2
hemostasis,2
hemostatik,2
hempap,4
hempas,4
hendak,5
hendel,2
heng,4
hengit,1
hengkang,4
hening,1
henoteisme,2
henry,2
hentar,2
henti,2
hepar,2
hepatitis,2
heptagon,2
heptahedron,2
heptameter,2
heptana,2
heraldik,2
heran,1
herba,2
herbarium,2
herbisida,2
herbivor,2
herbivora,2
herder,2
hereditas,2
herediter,1
heregistrasi,2
heresi,2
hering,2
hermafrodit,2
hermafroditisme,2
hermetis,1
hernia,2
hero,2
heroik,1
heroin,2
heroisme,2
herpes,2
herpetolog,2
herpetologi,2
hertz,2
hesperidin,2
heterodin,2
heterodoks,1
heterofemi,2
heterofil,1
heterofit,2
heterogamet,2
heterogami,2
heterogen,1
heterogenitas,2
heterograf,2
heterografi,2
heteroklitus,2
heteronim,2
heteronimi,2
heteronomi,2
heteroseksual,1
heteroseksualitas,2
heterosfer,2
heterosiklis,1
heterosis,2
heterospora,2
heterostili,2
heterotrof,1
heterozigot,2
heuristis,2
hewan,2
hewani,1
hi,7
hia,2
hialin,1
hialit,2
hias,4
hiatus,2
hibah,2
hibat,2
hibernasi,2
hibiskus,2
hibob,4
hibrida,2
hibridis,1
hibridisasi,2
