word,type_id
legalitas,2
legam,2
legap,2
legar,2
legasi,2
legasteni,2
legat,1
legataris,2
legato,2
legator,2
lege,2
legek,2
legen,2
legenda,2
legendaris,1
leger,2
leges,2
leghorn,2
legi,2
legih,2
legio,2
legislasi,2
legislatif,1
legislator,2
legisme,2
legit,1
legitimaris,2
legitimas,2
legitimasi,2
legitimitas,2
legiun,2
lego,4
legok,1
legong,2
legu,4
legum,2
legunder,2
legung,2
lehar,2
leher,2
lei,2
leja,4
lejang,2
lejar,1
lejas,1
lejit,4
lejok,2
leka,1
lekam,4
lekang,1
lekap,1
lekar,2
lekas,5
lekat,1
lekemia,2
lekir,1
lekit,1
lekok,2
lekosit,2
leksem,2
leksikal,1
leksikograf,2
leksikografi,2
leksikografis,1
leksikolog,2
leksikologi,2
leksikon,2
leksikostatistik,2
leksis,2
lekton,2
lektor,2
lektur,2
leku,4
lekuk,1
lekum,2
lekun,2
lekung,2
lela,2
lelah,1
lelai,4
lelaki,2
lelancur,2
lelang,2
lelangon,2
lelangse,1
lelap,4
lelar,4
lelas,1
lelat,2
lelatu,2
lele,2
leleh,4
lelembut,2
lelemuku,2
lelep,4
leler,1
leles,2
lelet,1
lelewa,2
leli,2
leluasa,1
lelucon,2
leluhur,2
leluing,2
lelung,2
lelungit,2
leluri,2
lem,2
lema,2
lemah,1
lemak,2
lemang,2
lemari,2
lemas,1
lemau,1
lembaga,2
lembah,2
lembai,4
lembak,4
lembam,1
lembang,1
lembap,1
lembar,2
lembayung,2
lembega,2
lembek,1
lembeng,2
lembidang,2
lembing,2
lembok,1
lembora,2
lembu,2
lembung,4
lembur,2
lemburu,2
lembut,1
lemena,2
lemender,0
lemes,1
lemidi,2
lemo,2
lemon,2
lempah,4
lempai,4
lempap,4
lempar,4
lempari,2
lempaung,2
lempem,4
lempeng,1
lemper,2
lemping,2
lempoh,4
lempuh,4
lempuk,2
lempung,1
lempuyang,2
lempuyangan,2
lemur,2
lemusir,2
lena,1
lenan,2
lencana,2
lencang,1
lenceng,1
lencet,1
lenci,2
lencir,1
lencit,4
lencong,1
lencun,1
lenda,4
lendaian,2
lendeh,4
lender,2
lendir,2
lendot,4
lendung,1
lendut,1
leng,2
lenga,2
lengah,1
lengai,1
lengak,4
lengan,2
lengang,1
lengar,1
lengas,1
lengat,4
lenge,4
lenggak,4
lenggana,1
lenggang,1
lenggek,2
lengger,2
lenggok,2
lenggong,4
lenggor,4
lenggundi,2
lenggut,4
lengit,1
lengkai,1
lengkanas,2
lengkang,1
lengkap,1
lengkara,1
lengkeng,2
lengkesa,1
lengket,1
lengking,2
lengkitang,2
lengkok,1
lengkong,2
lengkuas,2
lengkung,1
lengkur,2
lengoh,1
lengong,4
lengos,4
lengseng,4
lengser,4
lengset,4
lenguh,2
lengung,4
lening,2
lenis,2
lenitrik,2
lenja,4
lenjan,4
lenjaran,2
lenjing,2
lenjuang,2
lenong,2
lenor,2
lens,2
lensa,2
lenser,4
lenset,4
lenso,2
lentang,4
lenteng,2
lentera,2
lentik,1
lenting,4
lentisel,2
lentoid,1
lentok,1
lentong,2
lentuk,1
lentum,2
lentung,2
lentur,2
lentus,2
lenung,2
lenyah,1
lenyai,1
lenyak,1
lenyap,1
lenyau,1
lenyeh,4
lenyet,1
lenyut,4
leo,2
leonid,2
leontin,2
leot,4
lepa,2
lepai,1
lepak,2
lepang,2
lepap,4
lepas,1
lepat,2
lepau,2
lepe,1
lepek,2
leper,1
leperi,2
lepes,1
lepet,2
lepih,4
lepik,2
lepit,4
leplap,1
lepoh,4
lepok,1
lepot,4
lepra,2
leproma,2
lepromin,2
leproseri,2
leptodos,2
leptoskop,2
leptosom,2
lepu,2
lepuh,2
lepuk,2
lepur,4
lerah,4
lerai,1
lerak,2
lerang,2
lerap,2
lereng,2
leret,2
lerok,4
lerot,4
les,2
lesa,1
lesak,2
lesan,2
lesang,4
lesap,4
lesbi,2
lesbian,2
lesbianisme,2
leseh,1
lesek,1
leset,4
lesi,1
lesing,2
lesir,2
lesit,4
lesitina,2
lesnar,2
lesot,4
lesplang,2
lestari,1
lestek,2
lesterung,2
lesu,1
lesung,2
lesus,2
lesut,2
leta,1
letai,1
letak,2
letal,1
letalitas,2
letang,2
letargi,2
letek,1
leter,2
letih,1
letik,2
leting,2
letis,4
letnan,2
letoi,1
letos,4
letraset,2
letuk,2
letum,2
letung,2
letup,4
letur,2
letus,4
leuca,1
leukemia,2
leukoderma,2
leukofit,2
leukoma,2
leukonisia,2
leukopenia,2
leukoplakia,2
leukore,2
leukosit,2
leukositometer,2
leukositosis,1
level,2
lever,2
leveransir,2
levertran,2
levirat,2
levitin,2
levulosa,2
lewa,4
lewah,1
lewar,4
lewat,4
lewisid,2
leyeh,2
leyot,1
lezat,1
liabilitas,2
lian,2
liana,2
liang,2
liangliong,2
liar,1
lias,2
liat,1
liau,4
libas,4
libat,4
libei,2
liberal,1
liberalis,2
liberalisasi,2
liberalisme,2
liberalistis,1
liberasi,2
liberator,2
libero,2
libidis,1
libido,2
libra,2
librasi,2
libreto,2
libur,4
licak,1
licau,1
lici,2
licik,1
licin,1
licurai,2
lid,2
lidah,2
lidas,1
lidi,2
lidid,2
lifo,2
lift,2
lifter,2
liga,2
ligamen,2
ligan,2
ligar,4
ligas,4
ligasi,2
ligat,4
ligatur,2
ligih,4
lignin,2
lignit,2
lignoselulosa,2
lignosulfonat,2
lignotuber,2
lihai,1
lihat,4
lik,2
likantropi,2
likas,2
likat,1
likir,2
liku,2
likuid,1
likuida,2
likuidasi,2
likuiditas,2
likur,2
likut,4
lil,2
lila,2
lilah,4
lilan,2
lilau,4
lili,2
lilin,2
liliput,2
lilit,2
lilit kutu,2
lillahi,0
lima,6
liman,2
limar,2
limas,2
limau,2
limbah,2
limbai,4
limbak,1
limban,2
limbang,4
limbat,2
limbing,2
limbubu,2
limbuk,2
limbung,2
limbur,4
limfa,2
limfadema,2
limfadenitis,2
limfadenoma,2
limfadenosis,1
limfaderitis,2
limfangioma,2
limfatik,1
limfoblartoma,2
limfoblas,2
limfoblastoma,2
limfografi,2
limfoma,2
limfonodus,2
limfopenia,2
limfosit,2
limfositopenia,2
limfositosis,2
limit,2
limitasi,2
limitatif,1
limnetik,2
limnologi,2
limnoplankton,2
limpa,2
limpah,4
limpap,1
limpapas,2
limpas,4
limpau,4
limpit,2
limpoh,2
limpung,2
limun,2
limusin,2
limut,1
linang,4
linau,2
lincah,1
lincak,2
lincam,4
lincir,1
lincun,1
lindak,1
lindang,1
lindap,1
lindas,4
lindik,4
lindis,4
lindu,2
lindung,4
lindur,4
linear,1
linen,2
ling,2
lingar,1
lingat,1
lingga,2
linggata,2
linggayuran,1
linggi,2
linggis,2
lingkap,1
lingkar,2
lingkawa,2
lingkis,4
lingkung,4
lingkup,4
linglung,1
lingsa,2
lingsir,4
lingsu,2
linguafon,2
linguis,2
linguistik,2
lini,2
linier,1
linimen,2
lining,2
linjak,4
linoleum,2
linsang,2
lintabung,2
lintah,2
lintang,2
lintap,1
lintar,2
lintas,2
lintibang,2
linting,2
lintir,1
lintuh,1
lintup,1
linu,1
linuhung,1
linyak,1
linyar,4
lio,2
liofilisasi,2
liong,2
liontin,2
lipai,2
lipan,2
lipas,2
lipase,2
lipat,4
lipat ganda,2
lipektomi,2
lipemia,2
lipid,2
lipiodol,2
lipit,2
liplap,1
lipoksidase,2
lipolisis,2
lipoprotein,2
lipstik,2
lipu,1
lipur,4
liput,4
lir,2
lira,2
lirida,2
lirih,1
lirik,4
liris,1
lis,2
lisah,2
lisan,2
lisani,2
lisensi,2
lisimeter,2
lisis,2
lisol,2
lisong,2
lisplang,2
lister,2
listeria,2
listrik,2
lisu,2
lisus,2
lisut,1
litah,1
litak,1
litani,2
liter,2
literator,2
literer,2
litium,2
litografi,2
litologi,2
litoral,2
litosfer,2
litotes,2
litotomi,2
litsus,2
liturgi,2
liturgis,1
liuk,2
liur,2
liut,1
liwa,2
liwan,2
liwat,4
liwet,4
lo,7
loak,2
lob,2
loba,1
lobak,2
loban,2
loberci,2
lobi,2
lobster,2
locok,4
locot,4
lodan,2
lodeh,2
lodoh,1
lodong,2
log,2
logam,2
logaritma,2
logat,2
logawiah,2
logika,2
logis,1
logistik,2
logo,2
logogram,2
logopedia,2
logotip,2
lohok,1
loji,2
lok,2
loka,2
lokacipta,2
lokakarya,2
lokal,2
lokalis,2
lokalisasi,2
lokan,2
lokananta,2
lokap,2
lokasi,2
lokastiti,2
lokatif,2
lokatikranta,2
lokatraya,2
lokawarta,2
lokawidura,2
lokawigna,2
lokawiruda,2
lokawisata,2
lokcuan,2
lokek,1
lokeswara,2
loket,2
loki,2
lokia,2
lokika,2
lokio,2
loklok,2
lokomobil,2
lokomotif,2
lokos,1
loksek,1
loksun,2
lokus,2
lokusi,2
lolak,2
loleng,2
loloh,4
lolohan,2
lolong,2
lolos,4
lomba,2
lombar,4
lombok,2
lombong,2
lomek,2
lomot,4
lompat,4
lompayang,2
lompok,4
lompong,1
lonan,2
loncat,2
loncek,2
lonceng,2
loncer,1
lonco,4
loncos,1
londang,2
londong,4
loneng,2
long,2
longdres,2
longgar,1
longgok,2
longgor,1
longitudinal,2
longo,4
longok,4
longong,4
longser,2
longsor,4
longtorso,2
lonjak,2
lonjong,1
lonjor,2
lonsong,1
lontai,4
lontar,4
lontara,2
lonte,2
lontok,1
lontong,2
lonyok,1
lop,2
lopak,2
lopek,2
loper,2
lopis,2
lopor,2
lor,2
lorah,2
loran,2
lorat,1
lorber,2
lorek,1
loreng,1
lori,2
lornyet,2
lorong,2
lorot,4
los,2
lose,2
losion,2
losmen,2
loso,4
losong,1
lot,2
lota,1
lotak,1
lotek,2
loteng,2
lotis,2
lotong,2
lotre,2
lotus,2
lowong,1
loya,1
loyak,1
loyal,1
loyalis,2
loyalitas,2
loyang,2
loyar,1
loyo,1
loyong,4
lozenge,2
luah,2
luak,1
luang,1
luap,4
luar,2
luar biasa,1
luas,1
luat,1
luban,2
lubang,2
luber,4
lubuk,2
lucah,1
lucu,1
lucup,4
lucut,4
ludah,2
ludat,2
ludes,1
luding,2
ludruk,2
lues,2
lugas,1
lugu,1
lugut,2
luhmahful,2
luhung,1
luhur,1
luih,1
luik,4
luing,2
luk,2
luka,2
lukah,2
lukat,4
lukeh,2
lukis,4
luks,1
luku,2
lukut,2
lulai,2
luli,2
luluh,4
luluh lantak,4
luluk,2
lulum,4
lulup,2
lulur,4
lulus,4
lulut,2
lum,1
lumai,2
lumang,4
lumar,4
lumas,4
lumat,1
lumayan,1
lumbal,2
lumbu,2
lumbung,2
lumen,2
lumer,1
luminositas,2
lumpang,2
lumpektomi,2
lumpia,2
lumping,2
lumpuh,1
lumpuk,4
lumpur,2
lumrah,1
lumsum,2
lumuh,1
lumur,4
lumus,4
lumut,2
lunak,1
lunas,2
lunau,2
luncai,1
luncas,4
luncung,1
luncur,4
lundang,2
lundi,2
lundu,2
luner,1
lung,2
lungguh,4
lungkah,1
lungkang,2
lungkum,1
lunglai,1
lunglung,2
lungsar,4
lungse,1
lungsin,2
lungsung,4
lungsur,4
lungun,2
lunjur,4
lunta,4
luntang,2
luntas,2
luntur,1
lunyah,4
lunyai,1
lup,2
lupa,4
lupat,2
lupi,2
lupuh,4
lupuk,2
lupung,2
lupus,2
luput,4
lurah,2
lurik,2
luru,4
lurub,2
luruh,4
lurus,1
lurut,4
lus,2
lusa,2
lusin,2
lustrum,2
lusuh,1
lut,1
lutetium,2
luti,1
lutu,4
lutung,2
lutut,2
luweng,2
luwes,1
luyak,1
luyu,1
luyut,4
m,2
maab,2
maaf,2
mabriuk,4
mabrur,1
mabuh,4
mabuk,1
mabul,1
macakal,2
macam,2
macan,2
macapat,2
mace,2
macet,1
macis,2
mad,2
madah,2
madali,2
madam,2
madang,1
madani,1
madar,1
madat,2
madewi,2
madi,1
madia,2
madik,2
madinding,2
madmadah,4
mado,2
madona,2
madras,2
madrasah,2
madu,2
madukara,2
madumangsa,2
madya,2
maesan,2
maesenas,2
maestro,2
mafela,2
mafhum,4
mafia,2
mafioso,2
mafsadah,2
mafsadat,2
mag,2
magainin,2
magalah,2
magandi,2
magang,2
magasin,2
magel,1
magenta,2
magersari,2
magfirah,2
magi,2
magis,1
magister,2
magistrat,2
maglub,2
magma,2
magnesium,2
magnesol,2
magnet,2
magnetik,1
magnetika,2
magnetis,1
magnetisme,2
magnetit,2
magnetometer,2
magnetor,2
magnetostatika,2
magnitudo,2
magrib,2
magribi,1
magrur,1
magun,2
mah,1
maha esa,1
mahabah,2
mahabintang,2
mahadewa,2
mahadewi,2
mahaduta,2
mahaguru,2
mahah,2
mahajana,2
mahakala,2
mahakarya,2
mahakuasa,1
mahal,1
mahamen,2
mahamenteri,2
mahamulia,1
mahang,2
mahaparana,2
mahapatih,2
mahar,2
maharaja,2
maharajalela,2
maharana,2
maharani,2
mahardika,1
maharesi,2
maharupa,1
mahasiswa,2
mahasiswi,2
mahasuci,1
mahatahu,1
mahatma,1
mahatur,2
mahayana,2
mahbub,2
mahbubah,2
mahdi,2
maherat,4
mahesa,2
maheswara,2
mahfuz,2
mahia,2
mahir,1
mahkamah,2
mahkota,2
mahligai,2
mahmud,2
mahoni,2
mahram,2
mahsul,2
mahsyar,2
mahwu,2
mahyong,2
mahzurat,2
mai,2
maido,4
maimun,1
main,4
mair,2
mairat,4
maizena,2
maja,2
majaan,2
majakane,2
majakaya,1
majakeling,2
majal,1
majalah,2
majas,2
majasi,1
majati,4
majedub,2
majelis,2
majemuk,1
majenun,1
majikan,2
majir,1
majizat,2
majong,2
maju,4
majuh,1
majuj,2
majun,2
majung,2
majusi,2
mak,2
maka,8
makadam,2
makadasang,2
makadok,2
makalah,2
makalangkang,2
makam,2
makan,4
makantah,2
makantuh,4
makanya,8
makao,2
makaopo,2
makar,2
makaroni,2
makbud,2
makbul,4
makcik,2
makcomblang,2
makda,2
makdan,2
makelar,2
makerel,2
maket,2
makhdum,2
makhluk,2
makhraj,2
maki,4
makin,5
making,1
makiyah,1
maklaf,2
maklum,4
maklumat,2
maklun,2
makmal,2
makmum,2
makmur,1
makna,2
maknawi,1
makramat,2
makrame,2
makrifat,2
makrifatullah,0
makro,1
makroekonomi,2
makrofita,2
makrofotografi,2
makroftalmus,2
makrogametosit,2
makrohistori,2
makrokosmos,2
makrokriminologi,2
makrolinguistik,2
makromelia,2
makrometeorologi,2
makromolekul,2
makrosefalik,1
makroskopis,1
makrosmatik,2
makrososiologi,2
makruf,2
makruh,1
maksi,1
maksiat,2
maksila,2
maksim,2
maksimal,1
maksimum,2
maksud,2
maksum,4
maktab,2
maktub,4
makua,2
makul,1
makula,2
makulat,2
makurung,2
makyong,2
makzul,4
mal,2
mala,2
malabau,2
malabsorpsi,2
malafide,1
malafungsi,2
malagandang,4
malagizi,2
malah,5
malai,2
malaikat,2
malaikatulmaut,2
malaise,2
malaka,2
malakama,2
malakat,2
malakit,2
malakofili,2
malakologi,2
malakut,2
malam,2
malan,1
malang,1
malangbang,2
malap,1
malapari,2
malapetaka,2
malapraktik,2
malar,1
malaria,2
malas,1
malasia,2
malasuai,1
malatindak,2
maldistribusi,2
male,2
maleman,2
maleo,2
maleolus,2
maligai,2
malih,4
malik,2
maliki,2
malikuljabar,2
malikulmuluk,2
malim,2
maling,2
malis,1
malisol,2
malka,2
malnutrisi,2
maloklusi,2
malt,2
maltase,2
maltosa,2
malu,1
malun,4
malung,2
mam,2
mama,2
mamai,1
mamak,2
mamalia,2
maman,2
mamanah,2
mamanda,2
mamang,1
mamano,2
mamat,2
mambang,2
mambek,4
mambo,2
mambruk,2
mambu,1
mambung,1
mamduhah,2
mami,2
mamik,1
mamlakat,2
mamografi,2
mampai,2
mampir,4
mampu,1
mampung,1
mampus,4
mamut,2
man,2
mana,3
manah,2
manai,1
manajemen,2
manajer,2
manajerial,1
manakala,8
manakan,3
manakib,2
manalagi,0
manasik,2
manasongo,2
manasuka,1
manau,2
mancanegara,2
mancawarna,1
manci,2
mancung,1
mancur,4
manda,2
mandah,2
mandai,2
mandala,2
mandalika,2
mandam,4
mandarin,2
mandat,2
mandataris,2
mandau,2
mandeh,2
mandek,4
mandelevium,2
mandi,4
mandibula,2
mandil,2
mandir,4
mandiri,1
mandolin,2
mandor,2
mandraguna,1
mandril,2
mandrin,2
mandu,2
mandul,1
mandung,2
maneken,2
manerisme,2
manfaat,2
mang,2
mangan,2
mangap,4
mangas,2
mangau,4
mangayubagya,4
mangga,2
manggah,1
manggala,2
manggar,2
manggis,2
manggung,4
mangir,2
mangkak,1
mangkanya,0
mangkar,1
mangkas,1
mangkat,4
mangkel,1
mangkih,1
mangkir,1
mangkok,2
mangkubumi,2
mangkuk,2
mangkus,1
mangsa,2
mangsi,2
mangu,4
mangun,2
mangut,1
mani,2
mania,2
maniak,2
manifes,2
manifestasi,2
manifesto,2
manik,2
manikam,2
manikdepresi,2
manikmaya,2
manikur,2
manila,2
manimba,2
manipol,2
manipulasi,2
manipulatif,1
manipulator,2
manira,3
manis,1
manise,1
manja,1
manjapada,2
manjau,4
manjeri,4
manjing,2
manjung,2
manjur,1
manol,2
manometer,2
manora,2
manostat,2
manset,2
mansiang,2
mansukh,4
manta,2
mantan,1
mantap,1
mantel,2
manten,2
mantik,2
mantiki,1
mantisa,2
mantra,2
mantram,2
mantri,2
mantu,2
mantuk,2
manual,1
manufaktur,4
manufakturing,2
manuk,2
manumisio,2
manumpak,2
manunggal,4
manusia,2
manusiawi,1
manuskrip,2
manut,1
manuver,2
manuwa,2
manyala,2
manyar,2
manzil,2
manzilah,2
maois,2
map,2
mapalus,2
mapan,1
mar,0
mara,2
marah,1
maraja,2
marak,1
marakas,2
marambung,2
maramus,2
maranta,2
marapulai,2
maras,1
maraton,2
marbling,2
marbut,2
marcapada,2
mardatillah,2
mardud,4
mare,2
marem,1
maret,2
marfuk,2
marga,2
margalit,2
margarin,2
margasatwa,2
margin,2
marginal,1
marginalisasi,2
marginalisme,2
margrit,2
marhaban,2
marhaen,2
marhaenis,2
marhaenisme,2
mari,2
maria,2
marikh,2
marikultur,2
marimu,2
marina,2
marinade,2
marine,1
marinir,2
marinyo,2
marinyu,2
marital,1
maritim,1
mariyuana,2
marjik,2
mark,2
marka,2
markado,2
markah,2
markas,2
markasit,2
marketri,2
markis,2
markisa,2
markoni,2
markonis,2
markusip,2
marlin,2
marmelade,2
marmer,2
marmot,2
maro,2
marpaud,1
marsaoleh,2
marsekal,2
marsepen,2
marsose,2
martabak,2
martaban,2
martabat,2
martandang,4
martil,2
martini,2
martir,2
maru,2
marus,2
marut,1
marwas,2
mas,2
masa,2
masa bodoh,1
masai,1
masak,1
masakat,2
masala,2
masalah,2
masam,1
masap,4
masase,2
masayu,2
masbuk,2
masdar,2
masehi,2
masektomi,2
maser,2
maserasi,2
masif,1
masih,5
masin,1
masinal,1
masinis,2
masir,1
masjid,2
masjidilaksa,2
masjidilharam,2
maskanat,2
maskapai,2
maskara,2
maskat,2
maskawin,2
masker,2
maskodok,2
maskon,2
maskot,2
maskulin,1
maskulinitas,2
maskumambang,2
maslahat,2
masnawi,2
masohi,2
masoi,2
masokhis,2
masokhisme,2
masokisme,2
mason,2
masrum,2
massa,2
massal,1
mastautin,4
mastektomi,2
master,2
masterplan,2
mastik,2
mastitis,2
mastodon,2
mastuli,2
masturbasi,2
masuk,4
masuliah,2
masya allah,7
masyakah,2
masyarakat,2
masygul,1
masyhadat,2
masyhur,1
masyrik,2
masyuk,1
mata,2
matador,2
matahari,2
matakao,2
matalamat,2
matan,2
matang,1
mate,2
matematika,2
matematikawan,2
matematikus,2
matematis,1
materi,2
material,2
materialis,2
materialisme,2
materialistis,1
materiil,1
mati,4
matine,2
matlak,2
matoa,2
maton,1
matra,2
matras,2
matres,2
matriarkal,1
matriarkat,2
matriks,2
matrikulasi,2
matrilineal,1
matrilokal,1
matris,2
matronim,2
matros,2
matu,2
matur,2
maturasi,2
maturitas,2
mau,5
mauizah,2
maujud,1
maujudat,2
maukhid,2
maukif,2
maukuf,2
maula,2
maulai,2
maulana,2
maulhayat,2
maulid,2
maulidurasul,2
maulud,2
maung,2
maupun,5
mausoleum,2
maut,2
mauz,2
mawadah,2
mawar,2
mawas,2
mawas diri,4
maweda,2
mawin,4
mawon,5
mawut,4
mayam,2
mayangda,2
mayapada,2
mayat,2
mayeng,1
mayokratio,2
mayones,2
mayor,2
mayoret,2
mayoritas,2
mayung,2
mayur,2
mazarin,1
mazbah,2
mazhab,2
mazi,2
mazkur,4
mazmumah,2
mazmur,2
mbah,2
mbak,2
mbakyu,2
mbeling,1
mbok,2
meander,2
mebel,2
mecis,2
medali,2
medalion,2
medan,2
medang,2
mede,2
media,2
medial,1
median,2
mediasi,2
mediastinum,2
mediator,2
medik,2
medikamentosa,1
medikasi,2
medikolegal,1
medikus,2
medil,2
medio,2
medis,1
medisinal,1
medit,1
meditasi,2
mediterania,2
medium,2
medok,1
medu,1
medula,2
medusa,2
mega,2
megafon,2
megah,1
megak,1
megakredit,2
megalit,2
megalitikum,2
megalomania,2
megalomaniak,1
megalopolis,2
megalosit,2
megamerger,2
megan,2
megaohm,2
megapolis,2
megaproyek,2
megar,4
megaspora,2
megasporangium,2
megasporofil,2
megat,2
megaton,2
megatren,2
megatruh,2
megawatt,2
meger,1
mei,2
meiosis,2
meja,2
meja hijau,2
mejam,1
mejan,2
mejana,5
mejeng,4
mek,2
mekanik,2
mekanika,2
mekanikgraha,2
mekanis,1
mekanisasi,2
mekanisme,2
mekap,2
mekar,4
meko,2
mekonium,2
mel,4
melabuai,2
melambang,2
melanesia,2
melangkup,4
melanin,2
melanisme,2
melankolia,2
melankolis,1
melankonis,1
melanoderma,2
melar,1
melas,1
melase,2
melasma,2
melati,2
melawah,2
melek,4
meleng,1
meler,4
melesek,4
meleset,4
melik,4
melinjo,2
melit,1
melitofili,2
meliwis,2
melodi,2
melodika,2
melodius,1
melodrama,2
melodramatik,1
melodramatis,1
melon,2
melor,2
melotot,4
melpari,2
melukut,2
melulu,5
melur,2
memang,5
memar,1
membal,4
memble,4
membran,2
memedi,2
memek,4
memo,2
memoar,2
memorabilia,2
memorandum,2
memorat,2
memori,2
memorial,2
mempan,4
mempelai,2
mempelam,2
mempelas,2
mempelas hari,2
mempelasari,2
mempening,2
memper,1
mempitis,2
mempurung,2
memutah,2
menaga,2
menak,2
menampun,4
menang,4
menantu,2
menara,2
menat,2
mencak,4
menceng,1
menceret,4
mencit,2
menclok,4
mencok,4
mencong,1
mencos,1
mencret,4
mendak,4
mendap,4
mendapa,2
mendeleka,2
mendelevium,2
mendeng,1
mendiang,2
mendikai,2
mending,1
mendira,2
mendoan,2
mendonan,2
mendong,2
mendreng,4
mendu,2
mendung,2
mendur,2
mendura,2
mendut,2
menep,4
menepaat,2
mengah,4
mengangah,1
mengap,4
mengapmendam,4
mengeh,2
mengerawan,2
mengerna,1
menget,1
mengga,1
menggala,4
menggusta,2
mengi,2
mengicip,4
mengirat,4
mengkal,1
mengkali,5
mengkaras,2
mengkelan,4
mengkerang,2
mengkeret,4
mengking,4
mengkirai,2
mengkis,4
mengkona,2
mengkudu,2
mengok,1
mengor,1
mengot,1
mengsol,1
mengsong,1
mengung,1
menhir,2
meni,2
meningitis,2
menir,2
meniran,2
meniskus,2
menit,2
menjangan,2
menjelai,2
menong,2
menopause,2
menor,1
menoragia,2
menostaksis,2
mens,2
menserendahi,2
mensiang,2
menstruasi,2
mensurasi,2
mentah,1
mentak,5
mental,1
mentalitas,2
mentang,5
mentari,2
mentaruh,2
mentas,4
mentaus,2
mentega,2
menteleng,4
menteng,2
mentereng,1
menteri,2
mentibu,2
mentifakta,2
mentigi,2
mentilau,2
mentimun,2
mentis,4
mentok,4
mentol,2
mentolo,1
mentor,2
mentora,2
mentul,2
menu,2
menuet,2
menung,4
menur,2
meong,2
mepet,1
meracang,4
merah,2
merajak,1
merakan,2
meralgia,2
merambai,2
merambung,2
merana,1
merang,2
meranggi,2
merangsi,2
merangu,2
meranti,2
merat,4
merawal,2
merbah,2
merbau,2
merbaya,2
merbuk,2
merbulan,2
mercon,2
mercu,2
mercusuar,2
merdangga,2
merdeka,1
merdesa,1
merdinah,2
merdu,1
merduk,2
mere,2
merek,2
mereka,3
merem,2
merembung,2
mereng,1
meres,1
mergat,2
merger,2
mergul,2
meri,2
meriam,2
meriang,1
merica,2
meridian,2
merih,2
merik,2
merikan,2
merikarp,2
mering,1
meristem,2
merjan,2
merkah,4
merkantilisme,2
merkubang,2
merkuri,2
merkurium,2
merkurius,2
merkuro,2
merkurokrom,2
merlilin,4
merlimau,2
merogoni,2
merot,1
merpati,2
merpaud,2
merpitis,2
merpoyan,2
merserisasi,2
mersik,1
merta,0
mertamu,4
mertapal,2
mertayam,2
mertega,2
mertelu,2
mertua,2
meru,2
merubi,1
merunggai,2
merut,2
merwatin,4
mes,2
mesa,2
mesan,2
mesara,2
mesem,4
mesin,2
mesiu,2
meskalina,2
meski,8
mesmerisme,2
mesoderm,2
mesodermik,1
mesofili,2
mesofit,2
mesolitik,2
mesolitikum,2
mesometeorologi,2
mesomorf,2
meson,2
mesopause,2
mesosfer,2
mesotel,2
mesotoraks,2
mesozoa,2
mesozoikum,2
mesra,1
mesti,5
mestika,2
mestizo,2
mesum,1
mesut,1
meta,4
metabahasa,2
metabolik,1
metabolis,1
metabolisme,2
metabolit,2
metafil,2
metafisik,2
metafisika,2
metafora,2
metaforis,1
metah,5
metai,2
metal,2
metalik,1
metalinguistik,2
metalografi,2
metaloid,2
metalurgi,2
metalurgis,1
metamorf,2
metamorfis,1
metamorfisme,2
metamorfosis,2
metana,2
metanefros,2
metanol,2
metari,2
metasenter,2
metastasis,2
metatarsus,2
metatesis,2
metazoa,2
mete,2
meteor,2
meteorit,2
meteorograf,2
meteorogram,2
meteoroid,2
meteorologi,2
meteorologis,1
meteorologiwan,2
meter,2
meterai,2
metil,2
metode,2
metodik,2
metodis,1
metodologi,2
metonimi,2
metonimia,2
metrik,2
metris,1
metro,2
metrologi,2
metromini,2
metronimik,1
metronom,2
metronomis,1
metropolis,2
metropolisasi,2
metropolitan,2
metroragia,2
metrum,2
meunasah,2
mewah,1
mewari,4
mewek,4
mezanin,2
mezbah,2
mezosopran,2
mi,2
miak,2
miana,2
miang,2
miap,1
miasma,2
midar,4
midi,1
midik,2
midodareni,4
mieloma,2
migrain,2
migran,2
migrasi,2
migren,2
mihrab,2
mihun,2
miiofili,2
mijil,2
miju,2
mik,2
mika,3
mikat,2
mikologi,2
mikologiwan,2
mikoprotein,2
mikosis,2
mikotoksin,2
mikraj,2
mikro,1
mikroanalisis,2
mikroangiopati,2
mikrob,2
mikrobiologi,2
mikrobiologis,1
mikrobisida,2
mikrobus,2
mikroekonomi,2
mikroelektronika,2
mikroelemen,2
mikrofag,2
mikrofarad,2
mikrofilm,2
mikrofita,2
mikrofon,2
mikrofotografi,2
mikrogelombang,2
mikrograf,2
mikrografika,2
mikrogram,2
mikrohabitat,2
mikrohistori,2
mikrohm,2
mikroklimat,2
mikrokomputer,2
mikrokosmos,2
mikrolet,2
mikrolinguistik,2
mikrolit,2
mikromanipulasi,2
mikrometer,2
mikrometri,2
mikron,2
mikroorganisme,2
mikroprosesor,2
mikrosefalia,2
mikrosekon,2
mikroskop,2
mikroskopis,1
mikrospora,2
mikrotom,2
mikrovilus,2
mikrowatt,2
mikser,2
miksoedema,2
mil,2
milad,2
milenium,2
miliampere,2
miliar,6
milyar,6
miliarder,2
miliaria,2
miliarwan,2
milibar,2
milieu,2
miligram,2
milik,2
mililiter,2
milimeter,2
milimikron,2
milimol,2
milioner,2
milir,4
milisi,2
militan,1
militansi,2
militer,2
militerisme,2
militeristis,1
miliun,6
miliuner,2
milivolt,2
